InstrumentID,InstrumentDisplayName,Exchange,Symbol,ISINCode,ISINCountryCode,
1454,Biogen Inc,Nasdaq,BIIB,US09062X1037,US,
1457,VIACOMCBS,NYSE,CBS,US92556H1077,US,
1458,Celgene Corp,Nasdaq,CELG,US1510201049,US,
1459,Comcast Corp,Nasdaq,CMCSA,US20030N1019,US,
1460,Capital One Financial Corp,NYSE,COF,US14040H1059,US,
1461,Costco Wholesale Corp,Nasdaq,COST,US22160K1051,US,
1462,CVS Health Corp,NYSE,CVS,US1266501006,US,
1463,EMC Corp,NYSE,EMC,US2686481027,US,
1464,Twenty-First Century Fox Inc,Nasdaq,FOX,US90130A2006,US,
1465,Gilead Sciences Inc,Nasdaq,GILD,US3755581036,US,
1466,GoPro Inc,Nasdaq,GPRO,US38268T1034,US,
1467,Goldman Sachs Group Inc,NYSE,GS,US38141G1040,US,
1469,Honeywell International Inc,NYSE,HON,US4385161066,US,
1472,Kellogg Co,NYSE,K,US4878361082,US,
1473,Capri Holdings Ltd,NYSE,CPRI,VGG1890L1076,US,
1474,Lowes Companies Inc,NYSE,LOW,US5486611073,US,
1475,Macys Inc,NYSE,M,US55616P1049,US,
1476,McKesson Corp,NYSE,MCK,US58155Q1031,US,
1477,Medtronic PLC,NYSE,MDT,IE00BTN1Y115,US,
1478,Metlife Inc,NYSE,MET,US59156R1086,US,
1481,Booking Holdings Inc,Nasdaq,BKNG,US09857L1089,US,
1482,Philip Morris International Inc,NYSE,PM,US7181721090,US,
1483,Phillips 66,NYSE,PSX,US7185461040,US,
1484,PayPal Holdings,Nasdaq,PYPL,US70450Y1038,US,
1485,Qualcomm Inc,Nasdaq,QCOM,US7475251036,US,
1486,Royal Dutch Shell Shs -B- Sponsored American Deposit Receipt Repr 2 Shs B,NYSE,RDS.B,US7802591070,US,
1487,Sprint Corporation,NYSE,S,US85207U1051,US,
1488,Shake Shack Inc,NYSE,SHAK,US8190471016,US,
1490,Target Corp,NYSE,TGT,US87612E1064,US,
1491,Tata Motors Shs Sponsored American Deposit Receipt Repr 5 Shs,NYSE,TTM,US8765685024,US,
1492,Union Pacific Corp,NYSE,UNP,US9078181081,US,
1493,United Parcel Service Inc,NYSE,UPS,US9113121068,US,
1494,Walgreens Boots Alliance Inc,Nasdaq,WBA,US9314271084,US,
1495,Wells Fargo & Co,NYSE,WFC,US9497461015,US,
1496,Williams Companies Inc,NYSE,WMB,US9694571004,US,
1497,Valero Energy Corp,NYSE,VLO,US91913Y1001,US,
1498,AmerisourceBergen Corp,NYSE,ABC,US03073E1055,US,
1499,First Bancorp Inc Maine,Nasdaq,FNMA,US31866P1021,US,
1500,Kroger Co,NYSE,KR,US5010441013,US,
1501,General Motors Co,NYSE,GM,US37045V1008,US,
1502,Express Scripts Holding Co,Nasdaq,ESRX,US30219G1085,US,
1503,Marathon Petroleum Corporation,NYSE,MPC,US56585A1025,US,
1504,Cardinal Health Inc,NYSE,CAH,US14149Y1082,US,
1505,Anthem Inc,NYSE,ANTM,US0367521038,US,
1506,FMC Corp,NYSE,FMC,US3024913036,US,
1507,American International Group Inc,NYSE,AIG,US0268747849,US,
1508,Dow Chemical Co,NYSE,DOW,US2605431038,US,
1509,Aetna Inc,NYSE,AET,US00817Y1082,US,
1510,ConocoPhillips Co,NYSE,COP,US20825C1045,US,
1511,Energy Transfer Equity LP,NYSE,ET,US29273V1008,US,
1512,Humana Inc,NYSE,HUM,US4448591028,US,
1513,Enterprise Products Partners LP,NYSE,EPD,US2937921078,US,
1514,Sysco Corp,NYSE,SYY,US8718291078,US,
1515,Ingram Micro Inc,NYSE,IM,US4571531049,US,
1516,Johnson Controls Inc,NYSE,JCI,IE00BY7QL619,US,
1517,Plains GP Holdings LP,NYSE,PAGP,US72651A2078,US,
1518,World Fuel Services Corp,NYSE,INT,US9814751064,US,
1520,Best Buy Co Inc,NYSE,BBY,US0865161014,US,
1521,Delta Air Lines Inc (DE),NYSE,DAL,US2473617023,US,
1522,HCA Holdings Inc,NYSE,HCA,US40412C1018,US,
1523,Andeavor,NYSE,ANDV,US03349M1053,US,
1524,United Continental Holdings Inc,Nasdaq,UAL,US9100471096,US,
1525,Tyson Foods Inc,NYSE,TSN,US9024941034,US,
1526,Deere & Co,NYSE,DE,US2441991054,US,
1527,Allstate Corp,NYSE,ALL,US0200021014,US,
1528,Cigna Corp,NYSE,CI,US1255231003,US,
1529,Mondelez International Inc,Nasdaq,MDLZ,US6092071058,US,
1530,Intl FCStone Inc,Nasdaq,INTL,US46116V1052,US,
1531,Halliburton Co,NYSE,HAL,US4062161017,US,
1533,Sears Holdings Corp,Nasdaq,SHLD,US8123501061,US,
1534,General Dynamics Corp,NYSE,GD,US3695501086,US,
1535,TJX Companies Inc,NYSE,TJX,US8725401090,US,
1536,Tech Data Corp,Nasdaq,TECD,US8782371061,US,
1537,Avnet Inc,Nasdaq,AVT,US0538071038,US,
1538,Exelon Corp,NYSE,EXC,US30161N1019,US,
1539,International Paper Co,NYSE,IP,US4601461035,US,
1540,Qurate Retail Group inc,Nasdaq,QRTEA,US74915M1009,US,
1541,Duke Energy Corp,NYSE,DUK,US26441C2044,US,
1542,Rite Aid Corp,NYSE,RAD,US7677548726,US,
1543,Baker Hughes Inc,NYSE,BHI,US0572241075,US,
1544,Emerson Electric Co,NYSE,EMR,US2910111044,US,
1545,Northrop Grumman Corp,NYSE,NOC,US6668071029,US,
1546,National Oilwell Varco Inc,NYSE,NOV,US6370711011,US,
1547,Raytheon Co,NYSE,RTN,US7551115071,US,
1548,Time Warner Cable Inc,NYSE,TWC,US88732J2078,US,
1549,Arrow Electronics Inc,NYSE,ARW,US0427351004,US,
1550,Aflac Inc,NYSE,AFL,US0010551028,US,
1551,Staples Inc,Nasdaq,SPLS,US8550301027,US,
1552,Abbott Laboratories,NYSE,ABT,US0028241000,US,
1553,Community Health Systems Inc,NYSE,CYH,US2036681086,US,
1554,Fluor Corp,NYSE,FLR,US3434121022,US,
1555,Freeport-McMoRan Inc,NYSE,FCX,US35671D8570,US,
1556,US Bancorp,NYSE,USB,US9029733048,US,
1557,Nucor Corp,NYSE,NUE,US6703461052,US,
1558,Kimberly-Clark Corp,NYSE,KMB,US4943681035,US,
1559,Hess Corp,NYSE,HES,US42809H1077,US,
1560,Chesapeake Energy Corp,NYSE,CHK,US1651671075,US,
1561,Xerox Corp,NYSE,XRX,US98421M1062,US,
1562,Manpower Inc Doing Business As ManpowerGroup,NYSE,MAN,US56418H1005,US,
1563,Danaher Corp,NYSE,DHR,US2358511028,US,
1564,Whirlpool Corp,NYSE,WHR,US9633201069,US,
1565,PBF Energy Inc,NYSE,PBF,US69318G1067,US,
1566,HollyFrontier Corp,NYSE,HFC,US4361061082,US,
1567,Eli Lilly & Co,NYSE,LLY,US5324571083,US,
1568,Devon Energy Corp,NYSE,DVN,US25179M1036,US,
1569,Progressive Corp,NYSE,PGR,US7433151039,US,
1570,Cummins Inc (Ex. Cummins Engine Inc),NYSE,CMI,US2310211063,US,
1571,Icahn Entrpres Depositary Units Repr Units of LP Interests,Nasdaq,IEP,US4511001012,US,
1573,Kohls Corp,NYSE,KSS,US5002551043,US,
1574,Paccar Inc,Nasdaq,PCAR,US6937181088,US,
1575,The Hartford Financial Services Group Inc,NYSE,HIG,US4165151048,US,
1576,Southwest Airlines Co,NYSE,LUV,US8447411088,US,
1577,Anadarko Petroleum Corp,NYSE,APC,US0325111070,US,
1578,Southern Co,NYSE,SO,US8425871071,US,
1579,Supervalu Inc,NYSE,SVU,US8685363017,US,
1580,Goodyear Tire & Rubber Co,Nasdaq,GT,US3825501014,US,
1581,EOG Resources Inc,NYSE,EOG,US26875P1012,US,
1582,CenturyLink Inc,NYSE,CTL,US1567001060,US,
1583,Altria Group Inc,NYSE,MO,US02209S1033,US,
1584,Tenet Healthcare Corp,NYSE,THC,US88033G4073,US,
1585,General Mills Inc,NYSE,GIS,US3703341046,US,
1586,ConAgra Foods Inc,NYSE,CAG,US2058871029,US,
1587,Lear Corp,NYSE,LEA,US5218652049,US,
1588,United States Steel Corp,NYSE,X,US9129091081,US,
1589,Penske Automotive Group Inc,NYSE,PAG,US70959W1036,US,
1590,AES Corp,NYSE,AES,US00130H1059,US,
1591,Global Partners LP,NYSE,GLP,US37946R1095,US,
1592,Thermo Fisher Scientific Inc,NYSE,TMO,US8835561023,US,
1593,PG&E Corp,NYSE,PCG,US69331C1080,US,
1594,NextEra Energy Inc,NYSE,NEE,US65339F1012,US,
1595,American Electric Power Inc,NYSE,AEP,US0255371017,US,
1596,Baxter International Inc,NYSE,BAX,US0718131099,US,
1597,Centene Corp,NYSE,CNC,US15135B1017,US,
1598,Bank of New York Mellon Corp,NYSE,BK,US0640581007,US,
1599,Jabil Circuit Inc,NYSE,JBL,US4663131039,US,
1600,PNC Financial Services Group Inc,NYSE,PNC,US6934751057,US,
1601,Kinder Morgan Inc,NYSE,KMI,US49456B1017,US,
1602,Office Depot Inc,Nasdaq,ODP,US6762201068,US,
1603,Bristol-Myers Squibb Co,NYSE,BMY,US1101221083,US,
1604,NRG Energy Inc,NYSE,NRG,US6293775085,US,
1605,Monsanto Co,NYSE,MON,US61166W1018,US,
1606,PPG Industries Inc,NYSE,PPG,US6935061076,US,
1607,Genuine Parts Co,NYSE,GPC,US3724601055,US,
1608,Omnicom Group Inc,NYSE,OMC,US6819191064,US,
1609,Illinois Tool Works Inc,NYSE,ITW,US4523081093,US,
1610,Murphy USA Inc,NYSE,MUSA,US6267551025,US,
1611,Western Refining Inc,NYSE,WNR,US9593191045,US,
1612,FirstEnergy Corp,NYSE,FE,US3379321074,US,
1613,Aramark,NYSE,ARMK,US03852U1060,US,
1614,DISH Network Corp,Nasdaq,DISH,US25470M1099,US,
1615,Loews Corp,NYSE,L,US5404241086,US,
1616,Ecolab Inc,NYSE,ECL,US2788651006,US,
1617,Whole Foods Market Inc,Nasdaq,WFM,US9668371068,US,
1618,Chubb Corp,NYSE,CB,CH0044328745,US,
1619,Health Net Inc,NYSE,HNT,US42222G1085,US,
1620,Waste Management Inc,NYSE,WM,US94106L1098,US,
1621,Apache Corp,NYSE,APA,US0374111054,US,
1622,Textron Inc,NYSE,TXT,US8832031012,US,
1623,Synnex Corp,NYSE,SNX,US87162W1009,US,
1625,Viacom Inc,Nasdaq,VIA,US92553P1021,US,
1626,Lincoln National Corp,NYSE,LNC,US5341871094,US,
1627,Nordstrom Inc,NYSE,JWN,US6556641008,US,
1628,C.H.Robinson Worldwide Inc,Nasdaq,CHRW,US12541W2098,US,
1629,Edison International,NYSE,EIX,US2810201077,US,
1630,Yum Brands Inc,NYSE,YUM,US9884981013,US,
1631,Parker-Hannifin Corp,NYSE,PH,US7010941042,US,
1632,DaVita HealthCare Partners Inc,NYSE,DVA,US23918K1088,US,
1633,CarMax Inc,NYSE,KMX,US1431301027,US,
1634,Texas Instruments Inc,Nasdaq,TXN,US8825081040,US,
1635,Wellcare Health Plans Inc,NYSE,WCG,US94946T1060,US,
1636,Marsh & McLennan Cos Inc,NYSE,MMC,US5717481023,US,
1637,Consolidated Edison Inc,NYSE,ED,US2091151041,US,
1638,ONEOK Inc (New),NYSE,OKE,US6826801036,US,
1639,Jacobs Engineering Group Inc,NYSE,J,US4698141078,US,
1640,CSX Corp,Nasdaq,CSX,US1264081035,US,
1641,Entergy Corp,NYSE,ETR,US29364G1031,US,
1642,Dominion Resources Inc,NYSE,D,US25746U1097,US,
1643,Jefferies Financial Group Inc,NYSE,JEF,US47233W1099,US,
1644,Ameriprise Financial Inc,NYSE,AMP,US03076C1062,US,
1645,VF Corp,NYSE,VFC,US9182041080,US,
1646,Praxair Inc,NYSE,PX,US74005P1049,US,
1647,JC Penney Co Inc,NYSE,JCP,US7081601061,US,
1648,Automatic Data Processing Inc,Nasdaq,ADP,US0530151036,US,
1649,L-3 Communications Holdings Inc,NYSE,LLL,US5024131071,US,
1650,CDW Corp (New),Nasdaq,CDW,US12514G1085,US,
1651,Xcel Energy Inc,Nasdaq,XEL,US98389B1008,US,
1652,Norfolk Southern Corp,NYSE,NSC,US6558441084,US,
1653,PPL Corp,NYSE,PPL,US69351T1060,US,
1654,R.R.Donnelley & Sons Co,NYSE,RRD,US2578672006,US,
1655,Huntsman Corp,NYSE,HUN,US4470111075,US,
1656,Bed Bath & Beyond Inc,Nasdaq,BBBY,US0758961009,US,
1657,Stanley Black & Decker Inc,NYSE,SWK,US8545021011,US,
1658,L Brands Inc,NYSE,LB,US5017971046,US,
1660,Sherwin-Williams Co,NYSE,SHW,US8243481061,US,
1661,BlackRock Inc,NYSE,BLK,US09247X1019,US,
1662,Voya Financial Inc,NYSE,VOYA,US9290891004,US,
1663,Ross Stores Inc,Nasdaq,ROST,US7782961038,US,
1664,Sempra Energy,NYSE,SRE,US8168511090,US,
1665,Estee Lauder Companies Inc,NYSE,EL,US5184391044,US,
1666,Reinsurance Group America Inc,NYSE,RGA,US7593516047,US,
1667,Public Service Enterprise Group Inc,NYSE,PEG,US7445731067,US,
1668,Schlumberger Ltd,NYSE,CAM,AN8068571086,US,
1669,Navistar International Corp,NYSE,NAV,US63934E1082,US,
1670,CST Brands Inc,NYSE,CST,US12646R1059,US,
1671,State Street Corp,NYSE,STT,US8574771031,US,
1672,Unum Group,NYSE,UNM,US91529Y1064,US,
1673,Hilton Worldwide Holdings Inc,NYSE,HLT,US43300A2033,US,
1674,Principal Financial Group Inc,Nasdaq,PFG,US74251V1026,US,
1675,Reliance Steel And Aluminum Co,NYSE,RS,US7595091023,US,
1676,Air Products & Chemicals Inc,NYSE,APD,US0091581068,US,
1677,Assurant Inc,NYSE,AIZ,US04621X1081,US,
1678,Henry Schein Inc,Nasdaq,HSIC,US8064071025,US,
1679,Cognizant Technology Solutions Corp,Nasdaq,CTSH,US1924461023,US,
1680,MGM Resorts International,NYSE,MGM,US5529531015,US,
1681,WW Grainger Inc,NYSE,GWW,US3848021040,US,
1682,Group 1 Automotive Inc,NYSE,GPI,US3989051095,US,
1683,Truist Financial,NYSE,TFC,US89832Q1094,US,
1684,Advance Auto Parts Inc,NYSE,AAP,US00751Y1064,US,
1685,Ally Financial Inc,NYSE,ALLY,US02005N1000,US,
1686,AGCO Corp,NYSE,AGCO,US0010841023,US,
1687,Corning Inc,NYSE,GLW,US2193501051,US,
1688,NGL Energy Partners LP,NYSE,NGL,US62913M1071,US,
1689,Stryker Corp,NYSE,SYK,US8636671013,US,
1690,Molina Healthcare Inc,NYSE,MOH,US60855R1005,US,
1691,Precision Castparts Corp,NYSE,PCP,US7401891053,US,
1692,Discover Financial Services,NYSE,DFS,US2547091080,US,
1693,Genworth Financial Inc,NYSE,GNW,US37247D1063,US,
1694,Eastman Chemical Co,NYSE,EMN,US2774321002,US,
1695,Dean Foods Co,NYSE,DF,US2423702032,US,
1696,Autozone Inc,NYSE,AZO,US0533321024,US,
1697,Owens & Minor Inc,NYSE,OMI,US6907321029,US,
1698,Hormel Foods Corp,NYSE,HRL,US4404521001,US,
1699,GameStop Corp New,NYSE,GME,US36467W1099,US,
1700,Centerpoint Energy Inc,NYSE,CNP,US15189T1079,US,
1701,Fidelity National Financial Inc,NYSE,FNF,US31620R3030,US,
1702,Sonic Automotive Inc,NYSE,SAH,US83545G1022,US,
1703,HD Supply Holdings Inc,Nasdaq,HDS,US40416M1053,US,
1704,Charter Communications Inc,Nasdaq,CHTR,US16119P1084,US,
1705,Crown Holdings Inc,NYSE,CCK,US2283681060,US,
1706,Applied Materials Inc,Nasdaq,AMAT,US0382221051,US,
1707,CBRE Group Inc,NYSE,CBRE,US12504L1098,US,
1708,Avon Products Inc,NYSE,AVP,US0543031027,US,
1709,Republic Services Inc,NYSE,RSG,US7607591002,US,
1710,Universal Health Services Inc,NYSE,UHS,US9139031002,US,
1711,Darden Restaurants Inc,NYSE,DRI,US2371941053,US,
1712,Steel Dynamics Inc,Nasdaq,STLD,US8581191009,US,
1713,Suntrust Banks Inc,NYSE,STI,US8679141031,US,
1714,Caesars Entertainment Corp,Nasdaq,CZR,US1276861036,US,
1715,Targa Resources Corp,NYSE,TRGP,US87612G1013,US,
1716,Dollar Tree Inc,Nasdaq,DLTR,US2567461080,US,
1717,News Corp,Nasdaq,NWSA,US65249B1098,US,
1718,Ball Corp,NYSE,BLL,US0584981064,US,
1719,Masco Corp,NYSE,MAS,US5745991068,US,
1720,Franklin Resources Inc.,NYSE,BEN,US3546131018,US,
1721,Reynolds American Inc,NYSE,RAI,US7617131062,US,
1722,Becton Dickinson & Co.,NYSE,BDX,US0758871091,US,
1723,Broadcom Corporation,Nasdaq,BRCM,US1113201073,US,
1725,Campbell Soup Co,NYSE,CPB,US1344291091,US,
1726,AECOM,NYSE,ACM,US00766T1007,US,
1727,Visteon Corp,Nasdaq,VC,US92839U2069,US,
1728,Delek US Holdings Inc,NYSE,DK,US24665A1034,US,
1729,Dover Corp,NYSE,DOV,US2600031080,US,
1730,BorgWarner Inc,NYSE,BWA,US0997241064,US,
1731,Jarden Corp,NYSE,JAH,US4711091086,US,
1732,UGI Corp,NYSE,UGI,US9026811052,US,
1733,Murphy Oil Corp,NYSE,MUR,US6267171022,US,
1734,PVH Corp,NYSE,PVH,US6936561009,US,
1735,Core-Mark Holding Company Inc,Nasdaq,CORE,US2186811046,US,
1736,Calpine Corp,NYSE,CPN,US1313473043,US,
1737,D.R. Horton Inc,NYSE,DHI,US23331A1097,US,
1738,Weyerhaeuser Co,NYSE,WY,US9621661043,US,
1739,KKR & Co LP,NYSE,KKR,US48251W1045,US,
1740,TechnipFMC Plc,NYSE,FTI,GB00BDSFG982,US,
1741,SpartanNash Company,Nasdaq,SPTN,US8472151005,US,
1742,WESCO International Inc,NYSE,WCC,US95082P1057,US,
1743,Quanta Services Inc,NYSE,PWR,US74762E1029,US,
1744,Mohawk Industries Inc,NYSE,MHK,US6081901042,US,
1745,Lennar Corp,NYSE,LEN,US5260571048,US,
1746,TravelCenters of America LLC,Nasdaq,TA,US89421B1098,US,
1747,Sealed Air Corp,NYSE,SEE,US81211K1007,US,
1748,Eversource Energy,NYSE,ES,US30040W1080,US,
1749,Coca-Cola Enterprises Inc,NYSE,CCEP,GB00BDCPN049,US,
1750,Ashland Inc,NYSE,ASH,US0441861046,US,
1751,Interpublic Group of Companies Inc,NYSE,IPG,US4606901001,US,
1752,BlackStone Group LP,NYSE,BX,US09260D1072,US,
1753,Quest Diagnostics Inc,NYSE,DGX,US74834L1008,US,
1757,Newmont Mining Corp,NYSE,NEM,US6516391066,US,
1758,OReilly Automotive Inc,Nasdaq,ORLY,US67103H1077,US,
1759,Caseys General Stores Inc,Nasdaq,CASY,US1475281036,US,
1760,CMS Energy Corp,NYSE,CMS,US1258961002,US,
1761,Foot Locker Inc,NYSE,FL,US3448491049,US,
1762,WR Berkley Corp,NYSE,WRB,US0844231029,US,
1763,Commercial Metals Co,NYSE,CMC,US2017231034,US,
1764,Agilent Technologies Inc,NYSE,A,US00846U1016,US,
1765,Huntington Ingalls Industries Inc,NYSE,HII,US4464131063,US,
1766,Live Nation Entertainment Inc,NYSE,LYV,US5380341090,US,
1767,Dicks Sporting Goods Inc,NYSE,DKS,US2533931026,US,
1768,Oshkosh Corp,NYSE,OSK,US6882392011,US,
1769,Celanese Corp,NYSE,CE,US1508701034,US,
1770,Spirit AeroSystems Holdings Inc,NYSE,SPR,US8485741099,US,
1771,United Natural Foods Inc,NYSE,UNFI,US9111631035,US,
1772,Peabody Energy Corp,NYSE,BTU,US7045492037,US,
1773,Owens-Illinois Inc,NYSE,OI,US67098H1041,US,
1774,Dillards Inc,NYSE,DDS,US2540671011,US,
1775,Level 3 Communications Inc,NYSE,LVLT,US52729N3089,US,
1776,LKQ Corp,Nasdaq,LKQ,US5018892084,US,
1777,NortonLifeLock,Nasdaq,NLOK,US6687711084,US,
1778,Buckeye Partners L P,NYSE,BPL,US1182301010,US,
1779,Ryder System Inc,NYSE,R,US7835491082,US,
1780,Rockwell Automation Inc,NYSE,ROK,US7739031091,US,
1781,Dana Holding Corp,NYSE,DAN,US2358252052,US,
1782,NCR Corp,NYSE,NCR,US62886E1082,US,
1783,Expeditors International of Washington,Nasdaq,EXPD,US3021301094,US,
1785,Ak Steel Holding Corp,NYSE,AKS,US0015471081,US,
1786,Fifth Third Bancorp,Nasdaq,FITB,US3167731005,US,
1787,Seaboard Corp,Nasdaq,SEB,US8115431079,US,
1788,Nisource Inc,NYSE,NI,US65473P1057,US,
1789,Cablevision Systems Corp,NYSE,CVC,US12686C1099,US,
1790,Anixter International Inc,NYSE,AXE,US0352901054,US,
1791,Emcor Group Inc,NYSE,EME,US29084Q1004,US,
1792,Fidelity National Information Services Inc,NYSE,FIS,US31620M1062,US,
1793,Barnes & Noble Inc,NYSE,BKS,US0677741094,US,
1794,KBR Inc,NYSE,KBR,US48242W1062,US,
1795,Avery Dennison Corp,NYSE,AVY,US0536111091,US,
1796,NetApp Inc,Nasdaq,NTAP,US64110D1046,US,
1798,Discovery Communications Inc,Nasdaq,DISCA,US25470F1049,US,
1799,Sanmina Corp,Nasdaq,SANM,US8010561020,US,
1801,J.B.Hunt Transport Services Inc,Nasdaq,JBHT,US4456581077,US,
1802,Charles Schwab Corp,NYSE,SCHW,US8085131055,US,
1803,Ameren Corp,NYSE,AEE,US0236081024,US,
1804,Mattel Inc,Nasdaq,MAT,US5770811025,US,
1805,Laboratory Corp Of America Holdings,NYSE,LH,US50540R4092,US,
1806,Starwood Hotels & Resorts Worldwide Inc,NYSE,HOT,US85590A4013,US,
1807,General Cable Corp,NYSE,BGC,US3693001089,US,
1808,Albany Molecular Research Inc,Nasdaq,AMRI,US0124231095,US,
1809,Spectrum Brands Holdings Inc.,NYSE,SPB,US84790A1051,US,
1810,MRC Global Inc,NYSE,MRC,US55345K1034,US,
1811,Spectra Energy Corp,NYSE,SE,US8475601097,US,
1812,Asbury Automotive Group Inc,NYSE,ABG,US0434361046,US,
1813,Packaging Corp of America,NYSE,PKG,US6951561090,US,
1814,Windstream Holdings Inc,Nasdaq,WIN,US97382A2006,US,
1815,PulteGroup Inc,NYSE,PHM,US7458671010,US,
1816,JetBlue Airways Corp,Nasdaq,JBLU,US4771431016,US,
1817,Newell Rubbermaid Inc,Nasdaq,NWL,US6512291062,US,
1819,Calumet Specialty Products Partners LP,Nasdaq,CLMT,US1314761032,US,
1820,Expedia Inc Del,Nasdaq,EXPE,US30212P3038,US,
1821,American Financial Group Inc,NYSE,AFG,US0259321042,US,
1822,United Rentals Inc,NYSE,URI,US9113631090,US,
1823,Ingredion Inc,NYSE,INGR,US4571871023,US,
1824,Navient Corp,Nasdaq,NAVI,US63938C1080,US,
1826,St Jude Medical Inc,NYSE,STJ,US7908491035,US,
1827,JM Smucker Co,NYSE,SJM,US8326964058,US,
1828,Clorox Co,NYSE,CLX,US1890541097,US,
1829,Domtar Corp,NYSE,UFS,US2575592033,US,
1830,Kelly Services Inc,Nasdaq,KELYA,US4881522084,US,
1831,Old Republic International Corp,NYSE,ORI,US6802231042,US,
1832,Advanced Micro Devices Inc,Nasdaq,AMD,US0079031078,US,
1833,Booz Allen Hamilton Holding Corp,NYSE,BAH,US0995021062,US,
1834,IQVIA Holdings Inc.,NYSE,IQV,US46266C1053,US,
1835,Wynn Resorts Ltd,Nasdaq,WYNN,US9831341071,US,
1836,Jones Lang Lasalle Inc,NYSE,JLL,US48020Q1076,US,
1837,Regions Financial Corp,NYSE,RF,US7591EP1005,US,
1838,Lithia Motors Inc,NYSE,LAD,US5367971034,US,
1839,Salesforce.com Inc,NYSE,CRM,US79466L3024,US,
1840,Alaska Air Group Inc,NYSE,ALK,US0116591092,US,
1841,Host Hotels & Resorts Inc,NYSE,HST,US44107P1049,US,
1842,Harman International Industries Inc,NYSE,HAR,US4130861093,US,
1843,Amphenol Corporation (New),NYSE,APH,US0320951017,US,
1844,Realogy Holdings Corp,NYSE,RLGY,US75605Y1064,US,
1845,Essendant Inc,Nasdaq,ESND,US2966891028,US,
1846,Hanesbrands Inc,NYSE,HBI,US4103451021,US,
1847,Kindred Healthcare Inc,NYSE,KND,US4945801037,US,
1848,ARRIS Group Inc,Nasdaq,ARRS,GB00BZ04Y379,US,
1849,Insight Enterprises Inc,Nasdaq,NSIT,US45765U1034,US,
1850,LifePoint Health Inc,Nasdaq,LPNT,US53219L1098,US,
1851,Pioneer Natural Resources Company,NYSE,PXD,US7237871071,US,
1852,Wyndham Destinations Inc,NYSE,WYND,US98310W1080,US,
1853,Owens Corning Inc,NYSE,OC,US6907421019,US,
1854,Alleghany Corp,NYSE,Y,US0171751003,US,
1855,S&P Global Inc,NYSE,SPGI,US78409V1044,US,
1856,Big Lots Inc,NYSE,BIG,US0893021032,US,
1857,Northern Tier Energy LP,NYSE,NTI,US6658261036,US,
1858,Markel Corp,NYSE,MKL,US5705351048,US,
1859,Leidos Holdings Inc,NYSE,LDOS,US5253271028,US,
1860,Rockwell Collins Inc,NYSE,COL,US7743411016,US,
1862,Sprague Resources LP,NYSE,SRLP,US8493431089,US,
1863,YRC Worldwide Inc,Nasdaq,YRCW,US9842496070,US,
1864,The Hanover Insurance Group Inc,NYSE,THG,US4108671052,US,
1865,Fiserv Inc,Nasdaq,FISV,US3377381088,US,
1866,ABM Industries Inc,NYSE,ABM,US0009571003,US,
1867,Sonoco Products Co,NYSE,SON,US8354951027,US,
1868,L3Harris,NYSE,LHX,US5024311095,US,
1869,Telephone And Data Systems Inc,NYSE,TDS,US8794338298,US,
1870,Wisconsin Energy Corp,NYSE,WEC,US92939U1060,US,
1871,Linn Energy LLC,Nasdaq,LINE,US5360201009,US,
1872,Raymond James Financial Inc,NYSE,RJF,US7547301090,US,
1873,Berry Plastics Group Inc,NYSE,BERY,US08579W1036,US,
1874,SCANA Corp,NYSE,SCG,US80589M1027,US,
1875,Cincinnati Financial Corp,Nasdaq,CINF,US1720621010,US,
1876,Atmos Energy Corp,NYSE,ATO,US0495601058,US,
1877,Pepco Holdings Inc,NYSE,POM,US7132911022,US,
1878,Flowserve Corp,NYSE,FLS,US34354P1057,US,
1879,Simon Property Group Inc,NYSE,SPG,US8288061091,US,
1880,Quad Graphics Inc,NYSE,QUAD,US7473011093,US,
1881,Burlington Stores Inc,NYSE,BURL,US1220171060,US,
1882,Bemis Co Inc,NYSE,BMS,US0814371052,US,
1883,Tapestry, Inc,NYSE,TPR,US8760301072,US
1884,Continental Resources Inc,NYSE,CLR,US2120151012,US,
1885,Ascena Retail Group Inc,Nasdaq,ASNA,US04351G2003,US,
1886,Zillow Group Inc,Nasdaq,Z,US98954M2008,US,
1887,Orbital ATK Inc,NYSE,OA,US68557N1037,US,
1888,Frontier Communications Corporation,Nasdaq,FTR,US35906A3068,US,
1889,SPX Corp,NYSE,SPW,US7846351044,US,
1890,CF Industries Holdings Inc,NYSE,CF,US1252691001,US,
1891,The Michaels Companies Inc,Nasdaq,MIK,US59408Q1067,US,
1892,M&T Bank Corporation,NYSE,MTB,US55261F1049,US,
1893,Rush Enterprises Inc,Nasdaq,RUSHB,US7818463082,US,
1894,Keurig Green Mountain Inc,Nasdaq,GMCR,US49271M1009,US,
1895,Superior Energy Services Inc,NYSE,SPN,US8681571084,US,
1896,Williams-Sonoma Inc,NYSE,WSM,US9699041011,US,
1897,Robert Half International Inc,NYSE,RHI,US7703231032,US,
1898,First American Financial Corp,NYSE,FAF,US31847R1023,US,
1900,MDU Resources Group Inc,NYSE,MDU,US5526901096,US,
1901,Juniper Networks Inc,NYSE,JNPR,US48203R1041,US,
1902,Arthur J.Gallagher & Co,NYSE,AJG,US3635761097,US,
1903,Colfax Corp,NYSE,CFX,US1940141062,US,
1904,Cliffs Natural Resources Inc,NYSE,CLF,US18683K1016,US,
1905,MasTec Inc,NYSE,MTZ,US5763231090,US,
