0.531106,0.531106,-0.749241,-0.368516,-0.368529,0.73127,0.41151,-0.58203,-1.503823,-2.431445,0.003085,0.0,92.777954
0.161795,0.71381,-0.390212,-0.350912,-0.350928,0.79567,0.731999,0.039136,-0.967789,-1.818629,0.002926,0.0,92.45237
1.225992,1.293565,-0.144796,-1.408589,-1.408592,1.739564,1.953639,1.585696,0.534586,-0.201129,0.00223,-1.0,91.150093
-0.546134,0.134137,-1.274314,0.752975,0.752987,0.469484,1.097899,0.918152,-0.041386,-0.713789,0.00199,1.0,91.836441
-2.60805,0.093143,-2.738453,2.864806,2.864806,-2.043594,-1.512858,-1.614588,-2.494772,-3.18948,0.002629,1.0,94.467377
0.721856,0.909348,-0.234368,-0.6427,-0.642707,-1.179335,-0.804784,-0.890649,-1.591126,-2.34751,0.002287,-1.0,93.860229
0.0,0.660631,-0.698375,-0.665603,-0.665598,-0.349191,-0.200075,-0.19246,-0.688151,-1.509522,0.001729,-1.0,93.235497
-0.130779,0.326949,-0.700607,1.028694,1.028717,-0.717442,-1.133138,-1.1336,-1.452658,-2.315381,0.002595,1.0,94.194626
-0.86135,0.296379,-1.250345,0.85941,0.859376,-0.896534,-1.888475,-1.814147,-2.059164,-2.878709,0.003137,1.0,95.004112
0.046428,0.705666,-0.454966,-0.250073,-0.250064,-0.584953,-1.468891,-1.41083,-1.59012,-2.359056,0.00279,0.0,94.766541
-0.01847,0.905147,-0.489516,0.529248,0.529263,-0.812789,-1.72625,-1.784726,-1.969666,-2.598891,0.003031,0.0,95.268105
-0.248044,0.376669,-0.486907,0.535699,0.535702,-0.810297,-1.90263,-2.16997,-2.33437,-2.822,0.002854,0.0,95.778458
1.711402,2.020009,-0.028054,-1.763893,-1.763902,0.94828,0.171136,-0.365353,-0.529904,-0.883982,0.001641,-1.0,94.08902
1.161463,1.799314,-0.038082,-1.767511,-1.767518,2.206783,2.037322,1.301094,1.245184,0.979596,0.000924,-1.0,92.42598
0.41881,1.018465,-0.057108,0.019038,0.019035,1.684762,1.79898,1.232953,1.221117,1.04317,-3.3e-05,0.0,92.443573
0.847536,1.049789,-0.308196,-1.170756,-1.170766,2.034107,2.731402,2.328818,2.319925,2.184701,-0.00058,-1.0,91.361275
0.800619,0.906726,-0.125395,-0.154102,-0.154081,1.192238,2.669043,2.396702,2.336737,2.274945,-0.000812,0.0,91.220505
-1.200716,0.132369,-1.333077,2.025657,2.025642,-1.036205,0.509606,0.501098,0.286481,0.241576,0.000227,1.0,93.068306
-1.127048,0.251487,-1.257451,1.503266,1.503273,-2.069677,-1.035768,-0.801665,-1.183402,-1.168078,0.000927,1.0,94.467377
-1.244697,0.368801,-1.244697,1.024588,1.02459,-2.435925,-1.969389,-1.740119,-2.064356,-2.048757,0.001056,1.0,95.43528
0.370166,0.731075,-0.157319,-0.3688,-0.368786,-1.291887,-1.625961,-1.290653,-1.580617,-1.606702,0.000634,0.0,95.083328
1.466163,1.466163,-0.432331,-1.53618,-1.5362,0.761281,-0.321426,0.276947,0.01739,-0.078944,0.000164,-1.0,93.622658
-0.848877,0.16791,-1.548504,0.751875,0.751883,0.276121,-1.040114,-0.462065,-0.560634,-0.785821,0.000136,1.0,94.326591
-0.993928,0.009197,-1.18719,1.361947,1.361945,-0.831954,-2.036633,-1.757167,-1.699341,-2.058903,0.001171,1.0,95.611267
-0.109916,0.201521,-0.412198,0.469348,0.469352,-1.165154,-2.1178,-2.126348,-2.075663,-2.394066,0.00152,0.0,96.06002
0.146028,0.675366,-0.383315,0.366403,0.366396,-1.250339,-1.95126,-2.404548,-2.300809,-2.599614,0.001819,0.0,96.41198
-1.703725,0.143475,-1.829263,1.779681,1.779691,-2.058825,-2.961803,-3.951462,-3.759866,-4.071381,0.003147,1.0,98.127815
-0.636606,0.053056,-0.954908,1.416787,1.416792,-2.383737,-3.669325,-4.929569,-4.836878,-5.075162,0.003424,1.0,99.518082
0.524308,0.924199,-0.666489,-0.503978,-0.503986,-1.201457,-2.72194,-4.004267,-4.152227,-4.304275,0.00202,-1.0,99.016525
-1.416458,0.0,-1.670022,1.635123,1.63513,-1.88162,-3.770227,-5.005985,-5.40265,-5.598681,0.002969,1.0,100.635574
1.536416,1.696274,-0.026641,-1.547613,-1.547628,0.198945,-1.854343,-2.993479,-3.723349,-3.904077,0.002602,-1.0,99.07811
-0.955473,0.0,-1.034362,1.314391,1.314393,-0.65217,-2.454415,-3.64364,-4.743161,-4.866056,0.002721,1.0,100.380386
-1.048617,0.0,-1.143946,1.148314,1.148335,-1.383147,-2.852079,-4.181773,-5.458027,-5.657004,0.002841,1.0,101.533089
-0.493293,0.069229,-0.744267,0.138664,0.138651,-0.996973,-2.390311,-3.841919,-5.134147,-5.525233,0.003003,0.0,101.673866
0.129703,0.216169,-0.4064,0.086542,0.086541,-0.861221,-1.914399,-3.510595,-4.758327,-5.331954,0.002819,0.0,101.761856
0.237448,1.433178,-0.771706,1.962815,1.962809,-1.86736,-3.094463,-4.8106,-5.994313,-6.826997,0.003413,1.0,103.759247
-0.461722,1.057752,-0.747146,1.017643,1.017666,-2.009751,-3.43269,-5.057663,-6.292833,-7.420772,0.004572,1.0,104.81517
-1.58996,0.016734,-1.841002,0.319004,0.318977,-1.633462,-3.204174,-4.673352,-6.016309,-7.294386,0.005442,0.0,105.149506
-0.833333,0.041669,-0.991668,0.41841,0.418418,-1.301664,-2.984997,-4.440554,-5.881248,-7.182,0.005608,0.0,105.58947
-0.97508,0.333362,-0.983415,-0.008335,-0.008331,-0.570047,-2.508542,-3.83143,-5.392949,-6.676558,0.006092,0.0,105.580673
0.358066,0.69115,-0.507947,0.083339,0.083347,-0.291452,-1.96603,-3.327509,-4.970861,-6.212681,0.006191,0.0,105.668671
0.266399,1.207124,-0.666003,0.024987,0.024967,-0.149845,-1.487669,-2.874339,-4.423486,-5.688305,0.005358,0.0,105.695053
-1.154126,0.057297,-1.162313,1.706623,1.706631,-1.388228,-2.585738,-4.009164,-5.414583,-6.733893,0.005442,1.0,107.498878
-0.525163,0.250469,-1.478545,1.30965,1.309644,-2.053803,-3.180892,-4.644628,-6.026896,-7.409219,0.005561,1.0,108.906731
-0.483286,0.386625,-0.741038,0.307025,0.307027,-1.683447,-2.792588,-4.411328,-5.711234,-7.18711,0.005843,0.0,109.241104
-0.177049,0.217284,-0.313857,0.088602,0.088613,-1.099318,-2.368428,-3.870386,-5.203612,-6.747794,0.00652,0.0,109.337906
-0.433596,0.12847,-0.674485,0.225333,0.225342,-0.611865,-2.152737,-3.526591,-4.894023,-6.374833,0.0063,0.0,109.58429
