,Open,High,Low,Close,gm_week,gm_2_weeks,gm_3_weeks,gm_4_weeks,gm_5_weeks,gm_6_weeks,pr_week,pr_2_weeks,pr_3_weeks,pr_4_weeks,pr_5_weeks,pr_6_weeks
2019-09-19,35.29059831863452,37.86556820454478,35.182411327339665,34.65343808205846,-0.1520326035305941,0.19534204027980007,0.9066949811030511,1.3368644135101526,1.3285992528666135,0.8668608040974357,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.47619047619047616
2019-09-20,34.65343808205846,36.4120551778641,34.64408118511265,35.459262204480765,1.5612134948496559,1.8400472253709,2.47744724166854,3.0218498601415344,3.1630276722774076,2.6856494868865655,0.5714285714285714,0.42857142857142855,0.3333333333333333,0.35714285714285715,0.45714285714285713,0.4523809523809524
2019-09-21,35.459262204480765,36.74600476109803,35.416679906380956,36.30825281690996,-0.422152717160329,-0.3119795047413221,0.2568273987710423,0.7618042901753608,0.8835413947897885,0.40619020050549626,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-22,36.30825281690996,37.580843835528896,34.764978994905306,36.971020301469,-2.4165262992154157,-2.475949644205655,-1.976116534449357,-1.5107841766883734,-1.4085956724597115,-1.8859197258410676,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-23,36.971020301469,36.99400420128332,34.10478084745758,36.71989129199566,-3.909778203727654,-4.096183967974176,-3.647993764950286,-3.212344549755519,-3.1247927139119724,-3.602096446022851,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-24,36.71989129199566,39.27188201788819,35.826909854660464,37.43415010348722,-3.350313449918374,-3.4891437262564717,-3.0216048882074187,-2.574834527278369,-2.481798887898412,-2.959110233617268,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-25,37.43415010348722,39.87476677319429,36.584535782883826,37.50840912360689,-4.921851544856715,-5.194321502916055,-4.781133036038887,-4.36560200531213,-4.287970385763473,-4.765260344835765,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-26,37.50840912360689,38.95458781723705,36.61213487235987,38.28469412865755,-5.081804129748635,-5.367876056862563,-4.9602194204811045,-4.54786795735902,-4.471804173039839,-4.949091955359686,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-27,38.28469412865755,40.96807582488138,37.81823783177738,37.88008419272343,-6.716760025275715,-7.141864525771258,-6.790751513790461,-6.41090001185356,-6.350861860714452,-6.828127393351657,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-28,37.88008419272343,39.01398551000018,36.727074520757725,37.998950541830965,-5.872960849820775,-6.226310772041899,-5.846015649536273,-5.449390948685917,-5.381081983575342,-5.8583589992525,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-29,37.998950541830965,41.66068906077686,37.13176209584453,38.85252042598218,-6.122716347254831,-6.497304854332886,-6.125647323261707,-5.733987309223165,-5.668126416257834,-6.145400033078441,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-09-30,38.85252042598218,42.08260528179174,37.82065333289087,39.476232629129065,-7.8713021764150515,-8.3945860631494,-8.083401955628577,-7.726500659994717,-7.6777791866055605,-8.155029007383806,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-01,39.476232629129065,41.5444007757744,36.63097495894426,39.90719464265442,-9.101197116442982,-9.729068202727442,-9.460419014791599,-9.127965802388694,-9.091299605360692,-9.568532688823783,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-02,39.90719464265442,42.071810260024485,38.47096974857044,40.713024873695005,-9.928549958961064,-10.626777068367964,-10.386741207863249,-10.070734271070513,-10.042177683115728,-10.519399507352635,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-03,40.713024873695005,42.4262710999938,38.81726758567528,40.24788270645212,-11.428572056134012,-12.254357305102815,-12.066198492955992,-11.78000927789411,-11.766155718906045,-12.243357129738753,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-04,40.24788270645212,41.23955799010035,38.33989313367693,40.1883519507608,-10.570056886574598,-11.322836145817606,-11.10498628241815,-10.80173134114072,-10.779462723847722,-11.256675817986428,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-05,40.1883519507608,42.62532051134406,39.58808733158415,39.6216576760234,-10.458746207962166,-11.202059884595439,-10.980360431601277,-10.674892835692429,-10.65153316505093,-11.128747773987257,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-06,39.6216576760234,42.609978629373636,37.65011660858535,38.88494676392175,-9.382393377668663,-10.034176692980479,-9.77525244980988,-9.448388909642336,-9.41447896319353,-9.891708219931017,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-07,38.88494676392175,40.45048713518027,35.96431693195026,39.6891079873911,-7.936215802393454,-8.465019782050188,-8.156080659666799,-7.800469729314619,-7.7523845311676105,-8.229633468553466,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-08,39.6891079873911,41.11580228125107,37.088923410964185,39.12911534646682,-9.512116875284837,-10.174931553430955,-9.920493692275434,-9.596208820222962,-9.563570407271381,-10.040797898636079,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-09,39.12911534646682,41.13834878245328,38.869327782038965,38.40410481471333,-8.421556728589286,-8.991632890646184,-8.6994788907925,-8.353515658770384,-8.310187711673244,-8.78743004418271,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-10,38.40410481471333,40.25566534550706,36.17894150782026,39.156165687029265,-6.962388683585696,-7.4083808328273,-7.065762688894949,-6.690793839684583,-6.633163309929846,-7.110425499871564,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-11,39.156165687029265,41.75297592732996,38.46130517878867,38.42065172633608,-8.474953035540677,-9.049569886422793,-8.759262554563573,-8.414360744386585,-8.371556181211105,-8.848797787064367,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-12,38.42065172633608,40.19882323032066,36.260523632112886,39.222982263943955,-6.996305356565968,-7.445181695122949,-7.103736531833771,-6.729441884636089,-6.672143801867458,-7.149405530246133,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-13,39.222982263943955,40.86130186203583,37.11675129042481,38.83372693781717,-8.60653068504319,-9.192336571213588,-8.90657974570953,-8.564293460827965,-8.522778605314585,-9.000018420562373,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-14,38.83372693781717,39.8984623138167,38.636001460925904,39.31731659158142,-7.83363025292979,-8.353710613207754,-8.04122365274893,-7.683573507525676,-7.634482778654705,-8.111733112100172,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-15,39.31731659158142,41.42253737414671,39.04587985607077,39.84740947317416,-8.791535890303692,-9.393074157908178,-9.113715587468407,-8.775106870897098,-8.735405413264342,-9.212642710825204,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-16,39.84740947317416,42.92459482183069,38.387083631885744,40.625857777330395,-9.814844623627582,-10.50340251478713,-10.259434247426036,-9.941167054564614,-9.911495941135694,-10.388719312758477,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-17,40.625857777330395,43.50973296834806,39.71234021344616,39.88918471378065,-11.269184160955415,-12.081415460675071,-11.887744347368534,-11.598386789710469,-11.58297093051085,-12.060174510411281,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-18,39.88918471378065,41.64118243324068,39.8094526790536,40.75389760878581,-9.89433277151056,-10.589650136600714,-10.34843090240345,-10.031743789914815,-10.002851809368686,-10.480074099258264,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-19,40.75389760878581,41.886840477067665,39.335961344581605,40.630004547706605,-11.50307438532293,-12.33519512663035,-12.149612917149144,-11.864904673417131,-11.851781376940696,-12.328981773890856,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-20,40.630004547706605,43.182317574307916,39.57144721104275,39.909006796395644,-11.276782160148658,-12.089659574777766,-11.896251232114619,-11.607044708915371,-11.591703324353443,-12.068906800854705,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-21,39.909006796395644,41.93548440176506,37.086766102355995,40.72343315834228,-9.93199117225113,-10.630510913857183,-10.390594064924773,-10.07465553321788,-10.046132675605302,-10.52335445301168,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-22,40.72343315834228,41.891742783145006,40.07805119575636,40.34400192019329,-11.447558344691123,-12.274958140305658,-12.087455953558857,-11.80164415151641,-11.78797669375391,-12.265177846207209,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-23,40.34400192019329,42.25940354209927,38.09328426155189,41.099250174491836,-10.74908732104648,-11.517090882110914,-11.30543264117101,-11.005736500584916,-10.985222717216647,-11.462433374977499,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-24,41.099250174491836,42.34757371133944,40.1699773988961,40.60214556793665,-12.12666318871467,-13.011812367244568,-12.847796471066319,-12.575484043002005,-12.568473085975018,-13.045664996670004,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-25,40.60214556793665,41.19423008309765,39.39574838875624,39.955313121259515,-11.225707201507118,-12.03424132898413,-11.83906660027617,-11.548844799430636,-11.533002784512814,-12.010206956079683,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-26,39.955313121259515,40.70955062903075,39.648321760349035,40.515207935677125,-10.019819280101084,-10.72580770504169,-10.488928320028423,-10.174735651989108,-10.147073674503737,-10.62429425668061,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-27,40.515207935677125,42.83464131491458,39.57945810665463,40.56218897484562,-11.065869427588737,-11.860811349250122,-11.660108760690902,-11.366709674474883,-11.349300949690356,-11.826507296447241,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-28,40.56218897484562,42.46824202639103,39.265160668412676,40.1791713545139,-11.152330741883343,-11.954625118162765,-11.756912724075475,-11.465232332147334,-11.448671090350548,-11.925876260478264,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-29,40.1791713545139,42.185227751397356,37.76580347718432,39.58572604064771,-10.441550962259994,-11.183402398066832,-10.96110826143799,-10.655298855196882,-10.631770638907867,-11.108985481849732,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-30,39.58572604064771,41.04254141671327,39.212290363040246,38.98451864398944,-9.313107551758604,-9.9589989731658,-9.697678535867126,-9.36943771900427,-9.334848641556492,-9.812078841186478,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-10-31,38.98451864398944,39.945896233191924,36.82043222345724,39.48464518699677,-8.13487180530289,-8.680568996194115,-8.378500230646758,-8.026838221731204,-7.98070022487587,-8.457946458804688,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-01,39.48464518699677,40.06251529727749,38.965891338126994,39.83459892877774,-9.117520222252883,-9.746779384761616,-9.47869471820919,-9.146565979577526,-9.110059779590907,-9.587292640917155,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-02,39.83459892877774,42.546473557014295,39.4891398598091,40.53838981507135,-9.790435863757963,-10.476918094829657,-10.232105670293478,-9.913353275506742,-9.88344291046671,-10.36066661426187,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-03,40.53838981507135,41.29252599185519,39.98923773020628,40.38019357281421,-11.10855712661235,-11.907129103777525,-11.707902834687667,-11.415352302591764,-11.398361997293494,-11.875567763124772,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-04,40.38019357281421,43.471177147403864,38.2436701602573,41.23105834197523,-10.816276558612014,-11.589993724935056,-11.380659169314777,-11.08229862904605,-11.062443426180046,-11.539653169580323,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-05,41.23105834197523,42.528851375221144,40.09796913585926,40.70613460769041,-12.361909385746694,-13.267063314399262,-13.111183217261868,-12.843547057403581,-12.838841954174196,-13.316030663465849,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
2019-11-06,40.70613460769041,41.365432194961684,39.05315121481842,40.20776581137526,-11.41599782543442,-12.240713793172308,-12.052120111449016,-11.765680943461343,-11.751704133436803,-12.228905715388871,0.7142857142857143,0.5,0.38095238095238093,0.39285714285714285,0.4857142857142857,0.47619047619047616
